[229, 'incorrect_active_threads', '00000001', 1710, 'fetch.current_mask_out']
[4435, 'incorrect_active_warp', '08', 57610, 'fetch.warp_id_out']
[4436, 'incorrect_active_warp', '08', 57610, 'fetch.warp_id_out']
[4437, 'incorrect_active_threads', '01360820', 57610, 'fetch.current_mask_out']
[4437, 'incorrect_active_warp', '05', 57610, 'fetch.warp_id_out']
[4438, 'incorrect_active_warp', '04', 57610, 'fetch.warp_id_out']
[4439, 'incorrect_active_warp', '04', 57610, 'fetch.warp_id_out']
[4440, 'incorrect_active_warp', '04', 57610, 'fetch.warp_id_out']
[4441, 'incorrect_active_warp', '02', 57610, 'fetch.warp_id_out']
[4442, 'incorrect_active_warp', '02', 57610, 'fetch.warp_id_out']
[4443, 'incorrect_active_warp', '02', 57610, 'fetch.warp_id_out']
[4444, 'incorrect_active_warp', '01', 57610, 'fetch.warp_id_out']
[4445, 'incorrect_active_warp', '01', 57610, 'fetch.warp_id_out']
[4446, 'incorrect_active_warp', '01', 57610, 'fetch.warp_id_out']
[4447, 'incorrect_active_warp', '10', 57610, 'fetch.warp_id_out']
[4448, 'incorrect_active_warp', '10', 57610, 'fetch.warp_id_out']
[4449, 'incorrect_active_warp', '10', 57610, 'fetch.warp_id_out']
[4450, 'incorrect_active_threads', '2e413611', 57610, 'fetch.current_mask_out']
[4450, 'incorrect_active_warp', '10', 57610, 'fetch.warp_id_out']
[4451, 'incorrect_active_threads', 'd163464e', 57610, 'fetch.current_mask_out']
[4451, 'incorrect_active_warp', '15', 57610, 'fetch.warp_id_out']
[4463, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4463, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4464, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4464, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4465, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4465, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4466, 'incorrect_active_warp', '1e', 57610, 'fetch.warp_id_out']
[4539, 'incorrect_active_threads', '2e9cb9b1', 57610, 'fetch.current_mask_out']
[4539, 'incorrect_active_warp', '0a', 57610, 'fetch.warp_id_out']
[4549, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4549, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4550, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4550, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4551, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4551, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4552, 'incorrect_active_warp', '1e', 57610, 'fetch.warp_id_out']
[4562, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4562, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4563, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4563, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4564, 'incorrect_active_threads', 'b0651098', 57610, 'fetch.current_mask_out']
[4564, 'incorrect_active_warp', '18', 57610, 'fetch.warp_id_out']
[4573, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4573, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4574, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4574, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4575, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4575, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4576, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4576, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4610, 'incorrect_active_threads', 'ffffffff', 57610, 'fetch.current_mask_out']
[4610, 'incorrect_active_warp', '1f', 57610, 'fetch.warp_id_out']
[4670, 'incorrect_active_warp', '1f', 57616, 'fetch.warp_id_out']
[4688, 'incorrect_active_warp', '1f', 57646, 'fetch.warp_id_out']
[4786, 'incorrect_active_warp', '01', 57866, 'fetch.warp_id_out']
[4787, 'incorrect_active_warp', '01', 57866, 'fetch.warp_id_out']
[4788, 'incorrect_active_warp', '02', 57866, 'fetch.warp_id_out']
[4789, 'incorrect_active_warp', '02', 57866, 'fetch.warp_id_out']
[4790, 'incorrect_active_warp', '04', 57866, 'fetch.warp_id_out']
[4791, 'incorrect_active_warp', '08', 57866, 'fetch.warp_id_out']
[4792, 'incorrect_active_warp', '10', 57866, 'fetch.warp_id_out']
[4817, 'incorrect_active_warp', '01', 57876, 'fetch.warp_id_out']
[4818, 'incorrect_active_warp', '02', 57876, 'fetch.warp_id_out']
[4819, 'incorrect_active_warp', '04', 57876, 'fetch.warp_id_out']
[4820, 'incorrect_active_warp', '08', 57876, 'fetch.warp_id_out']
[4821, 'incorrect_active_warp', '10', 57876, 'fetch.warp_id_out']
[4824, 'incorrect_active_warp', '01', 57886, 'fetch.warp_id_out']
[4830, 'incorrect_active_warp', '02', 58156, 'fetch.warp_id_out']
[4831, 'incorrect_active_warp', '03', 58356, 'fetch.warp_id_out']
[4833, 'incorrect_active_warp', '04', 58596, 'fetch.warp_id_out']
[4835, 'incorrect_active_warp', '08', 59476, 'fetch.warp_id_out']
[4837, 'incorrect_active_warp', '10', 61236, 'fetch.warp_id_out']
[5398, 'incorrect_active_threads', '00000008', 64750, 'fetch.current_mask_out']
[5399, 'incorrect_active_threads', '00000008', 64750, 'fetch.current_mask_out']
[5400, 'incorrect_active_threads', '00000008', 64750, 'fetch.current_mask_out']
[5401, 'incorrect_active_threads', '00000004', 64750, 'fetch.current_mask_out']
[5402, 'incorrect_active_threads', '00000004', 64750, 'fetch.current_mask_out']
[5403, 'incorrect_active_threads', '00000004', 64750, 'fetch.current_mask_out']
[5404, 'incorrect_active_threads', '00000002', 64750, 'fetch.current_mask_out']
[5405, 'incorrect_active_threads', '00000002', 64750, 'fetch.current_mask_out']
[5406, 'incorrect_active_threads', '00000001', 64750, 'fetch.current_mask_out']
[5407, 'incorrect_active_threads', '00000001', 64750, 'fetch.current_mask_out']
[5408, 'incorrect_active_threads', '00000001', 64750, 'fetch.current_mask_out']
[5409, 'incorrect_active_threads', '00000080', 64750, 'fetch.current_mask_out']
[5410, 'incorrect_active_threads', '00000080', 64750, 'fetch.current_mask_out']
[5411, 'incorrect_active_threads', '00000080', 64750, 'fetch.current_mask_out']
[5412, 'incorrect_active_threads', '00000040', 64750, 'fetch.current_mask_out']
[5413, 'incorrect_active_threads', '00000040', 64750, 'fetch.current_mask_out']
[5414, 'incorrect_active_threads', '00000020', 64750, 'fetch.current_mask_out']
[5415, 'incorrect_active_threads', '00000020', 64750, 'fetch.current_mask_out']
[5416, 'incorrect_active_threads', '00000020', 64750, 'fetch.current_mask_out']
[5417, 'incorrect_active_threads', '00000010', 64750, 'fetch.current_mask_out']
[5418, 'incorrect_active_threads', '00000010', 64750, 'fetch.current_mask_out']
[5419, 'incorrect_active_threads', '00000010', 64750, 'fetch.current_mask_out']
[5420, 'incorrect_active_threads', '00000800', 64750, 'fetch.current_mask_out']
[5421, 'incorrect_active_threads', '00000800', 64750, 'fetch.current_mask_out']
[5422, 'incorrect_active_threads', '00000800', 64750, 'fetch.current_mask_out']
[5423, 'incorrect_active_threads', '00000400', 64750, 'fetch.current_mask_out']
[5424, 'incorrect_active_threads', '00000400', 64750, 'fetch.current_mask_out']
[5425, 'incorrect_active_threads', '00000400', 64750, 'fetch.current_mask_out']
[5426, 'incorrect_active_threads', '00000200', 64750, 'fetch.current_mask_out']
[5427, 'incorrect_active_threads', '00000200', 64750, 'fetch.current_mask_out']
[5428, 'incorrect_active_threads', '00000200', 64750, 'fetch.current_mask_out']
[5429, 'incorrect_active_threads', '00000100', 64750, 'fetch.current_mask_out']
[5430, 'incorrect_active_threads', '00000100', 64750, 'fetch.current_mask_out']
[5431, 'incorrect_active_threads', '00008000', 64750, 'fetch.current_mask_out']
[5432, 'incorrect_active_threads', '00008000', 64750, 'fetch.current_mask_out']
[5433, 'incorrect_active_threads', '00004000', 64750, 'fetch.current_mask_out']
[5434, 'incorrect_active_threads', '00004000', 64750, 'fetch.current_mask_out']
[5435, 'incorrect_active_threads', '00004000', 64750, 'fetch.current_mask_out']
[5436, 'incorrect_active_threads', '00002000', 64750, 'fetch.current_mask_out']
[5437, 'incorrect_active_threads', '00002000', 64750, 'fetch.current_mask_out']
[5438, 'incorrect_active_threads', '00002000', 64750, 'fetch.current_mask_out']
[5439, 'incorrect_active_threads', '00001000', 64750, 'fetch.current_mask_out']
[5440, 'incorrect_active_threads', '00001000', 64750, 'fetch.current_mask_out']
[5441, 'incorrect_active_threads', '00001000', 64750, 'fetch.current_mask_out']
[5442, 'incorrect_active_threads', '00080000', 64750, 'fetch.current_mask_out']
[5443, 'incorrect_active_threads', '00080000', 64750, 'fetch.current_mask_out']
[5444, 'incorrect_active_threads', '00040000', 64750, 'fetch.current_mask_out']
[5445, 'incorrect_active_threads', '00040000', 64750, 'fetch.current_mask_out']
[5446, 'incorrect_active_threads', '00040000', 64750, 'fetch.current_mask_out']
[5447, 'incorrect_active_threads', '00020000', 64750, 'fetch.current_mask_out']
[5448, 'incorrect_active_threads', '00020000', 64750, 'fetch.current_mask_out']
[5449, 'incorrect_active_threads', '00020000', 64750, 'fetch.current_mask_out']
[5450, 'incorrect_active_threads', '00010000', 64750, 'fetch.current_mask_out']
[5451, 'incorrect_active_threads', '00010000', 64750, 'fetch.current_mask_out']
[5452, 'incorrect_active_threads', '00800000', 64750, 'fetch.current_mask_out']
[5453, 'incorrect_active_threads', '00800000', 64750, 'fetch.current_mask_out']
[5454, 'incorrect_active_threads', '00800000', 64750, 'fetch.current_mask_out']
[5455, 'incorrect_active_threads', '00400000', 64750, 'fetch.current_mask_out']
[5456, 'incorrect_active_threads', '00400000', 64750, 'fetch.current_mask_out']
[5457, 'incorrect_active_threads', '00200000', 64750, 'fetch.current_mask_out']
[5458, 'incorrect_active_threads', '00200000', 64750, 'fetch.current_mask_out']
[5459, 'incorrect_active_threads', '00200000', 64750, 'fetch.current_mask_out']
[5460, 'incorrect_active_threads', '00100000', 64750, 'fetch.current_mask_out']
[5461, 'incorrect_active_threads', '00100000', 64750, 'fetch.current_mask_out']
[5462, 'incorrect_active_threads', '00100000', 64750, 'fetch.current_mask_out']
[5463, 'incorrect_active_threads', '08000000', 64750, 'fetch.current_mask_out']
[5464, 'incorrect_active_threads', '08000000', 64750, 'fetch.current_mask_out']
[5465, 'incorrect_active_threads', '04000000', 64750, 'fetch.current_mask_out']
[5466, 'incorrect_active_threads', '04000000', 64750, 'fetch.current_mask_out']
[5467, 'incorrect_active_threads', '04000000', 64750, 'fetch.current_mask_out']
[5468, 'incorrect_active_threads', '02000000', 64750, 'fetch.current_mask_out']
[5469, 'incorrect_active_threads', '02000000', 64750, 'fetch.current_mask_out']
[5470, 'incorrect_active_threads', '02000000', 64750, 'fetch.current_mask_out']
[5471, 'incorrect_active_threads', '01000000', 64750, 'fetch.current_mask_out']
[5472, 'incorrect_active_threads', '01000000', 64750, 'fetch.current_mask_out']
[5473, 'incorrect_active_threads', '01000000', 64750, 'fetch.current_mask_out']
[5474, 'incorrect_active_threads', '80000000', 64750, 'fetch.current_mask_out']
[5475, 'incorrect_active_threads', '80000000', 64750, 'fetch.current_mask_out']
[5476, 'incorrect_active_threads', '80000000', 64750, 'fetch.current_mask_out']
[5477, 'incorrect_active_threads', '40000000', 64750, 'fetch.current_mask_out']
[5478, 'incorrect_active_threads', '40000000', 64750, 'fetch.current_mask_out']
[5479, 'incorrect_active_threads', '40000000', 64750, 'fetch.current_mask_out']
[5480, 'incorrect_active_threads', '20000000', 64750, 'fetch.current_mask_out']
[5481, 'incorrect_active_threads', '20000000', 64750, 'fetch.current_mask_out']
[5482, 'incorrect_active_threads', '20000000', 64750, 'fetch.current_mask_out']
[5483, 'incorrect_active_threads', '10000000', 64750, 'fetch.current_mask_out']
[5484, 'incorrect_active_threads', '10000000', 64750, 'fetch.current_mask_out']
[5485, 'incorrect_active_threads', '10000000', 64750, 'fetch.current_mask_out']
[5578, 'incorrect_active_CTA(block)', '1', 64750, 'fetch.cta_id_out']
[5579, 'incorrect_active_CTA(block)', '1', 64750, 'fetch.cta_id_out']
[5580, 'incorrect_active_CTA(block)', '2', 64750, 'fetch.cta_id_out']
[5581, 'incorrect_active_CTA(block)', '2', 64750, 'fetch.cta_id_out']
[5582, 'incorrect_active_CTA(block)', '4', 64750, 'fetch.cta_id_out']
[5583, 'incorrect_active_CTA(block)', '8', 64750, 'fetch.cta_id_out']
[5584, 'incorrect_active_CTA(block)', '8', 64750, 'fetch.cta_id_out']
[5585, 'incorrect_active_line', '1', 64750, 'fetch.warp_lane_id_out']
[5586, 'incorrect_active_line', '1', 64750, 'fetch.warp_lane_id_out']
[5587, 'incorrect_active_line', '2', 64750, 'fetch.warp_lane_id_out']
[5588, 'incorrect_active_line', '2', 64750, 'fetch.warp_lane_id_out']
[5589, 'incorrect_active_threads', 'd088c1ce', 64750, 'fetch.current_mask_out']
[5589, 'incorrect_active_warp', '0a', 64750, 'fetch.warp_id_out']
[5590, 'incorrect_active_warp', '08', 64750, 'fetch.warp_id_out']
[5591, 'incorrect_active_warp', '08', 64750, 'fetch.warp_id_out']
[5592, 'incorrect_active_threads', '01360820', 64750, 'fetch.current_mask_out']
[5592, 'incorrect_active_warp', '05', 64750, 'fetch.warp_id_out']
[5593, 'incorrect_active_warp', '04', 64750, 'fetch.warp_id_out']
[5594, 'incorrect_active_warp', '04', 64750, 'fetch.warp_id_out']
[5595, 'incorrect_active_warp', '04', 64750, 'fetch.warp_id_out']
[5596, 'incorrect_active_warp', '02', 64750, 'fetch.warp_id_out']
[5597, 'incorrect_active_warp', '02', 64750, 'fetch.warp_id_out']
[5598, 'incorrect_active_warp', '02', 64750, 'fetch.warp_id_out']
[5599, 'incorrect_active_warp', '01', 64750, 'fetch.warp_id_out']
[5600, 'incorrect_active_warp', '01', 64750, 'fetch.warp_id_out']
[5601, 'incorrect_active_warp', '01', 64750, 'fetch.warp_id_out']
[5602, 'incorrect_active_warp', '10', 64750, 'fetch.warp_id_out']
[5603, 'incorrect_active_warp', '10', 64750, 'fetch.warp_id_out']
[5604, 'incorrect_active_warp', '10', 64750, 'fetch.warp_id_out']
[5605, 'incorrect_active_threads', '2e413611', 64750, 'fetch.current_mask_out']
[5605, 'incorrect_active_warp', '10', 64750, 'fetch.warp_id_out']
[5606, 'incorrect_active_threads', 'd163464e', 64750, 'fetch.current_mask_out']
[5606, 'incorrect_active_warp', '15', 64750, 'fetch.warp_id_out']
[5617, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5617, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5618, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5618, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5619, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5619, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5620, 'incorrect_active_warp', '1e', 64750, 'fetch.warp_id_out']
[5693, 'incorrect_active_threads', '2e9cb9b1', 64750, 'fetch.current_mask_out']
[5693, 'incorrect_active_warp', '0a', 64750, 'fetch.warp_id_out']
[5704, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5704, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5705, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5705, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5706, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5706, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5707, 'incorrect_active_warp', '1e', 64750, 'fetch.warp_id_out']
[5712, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5712, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5718, 'incorrect_active_threads', 'b0651098', 64750, 'fetch.current_mask_out']
[5718, 'incorrect_active_warp', '18', 64750, 'fetch.warp_id_out']
[5719, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5719, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5731, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5731, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5732, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5732, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5733, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5733, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5734, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5734, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5763, 'incorrect_active_threads', 'ffffffff', 64750, 'fetch.current_mask_out']
[5763, 'incorrect_active_warp', '1f', 64750, 'fetch.warp_id_out']
[5825, 'incorrect_active_warp', '1f', 64756, 'fetch.warp_id_out']
[5859, 'incorrect_active_warp', '1f', 64776, 'fetch.warp_id_out']
[5970, 'incorrect_active_warp', '01', 64956, 'fetch.warp_id_out']
[5971, 'incorrect_active_warp', '01', 64956, 'fetch.warp_id_out']
[5972, 'incorrect_active_warp', '02', 64956, 'fetch.warp_id_out']
[5973, 'incorrect_active_warp', '02', 64956, 'fetch.warp_id_out']
[5974, 'incorrect_active_warp', '04', 64956, 'fetch.warp_id_out']
[5975, 'incorrect_active_warp', '08', 64956, 'fetch.warp_id_out']
[5976, 'incorrect_active_warp', '10', 64956, 'fetch.warp_id_out']
[6007, 'incorrect_active_warp', '01', 64966, 'fetch.warp_id_out']
[6008, 'incorrect_active_warp', '02', 64966, 'fetch.warp_id_out']
[6009, 'incorrect_active_warp', '04', 64966, 'fetch.warp_id_out']
[6010, 'incorrect_active_warp', '08', 64966, 'fetch.warp_id_out']
[6011, 'incorrect_active_warp', '10', 64966, 'fetch.warp_id_out']
[6016, 'incorrect_active_warp', '01', 64976, 'fetch.warp_id_out']
[6018, 'incorrect_active_warp', '02', 65196, 'fetch.warp_id_out']
[6020, 'incorrect_active_warp', '04', 65616, 'fetch.warp_id_out']
[6022, 'incorrect_active_warp', '08', 66456, 'fetch.warp_id_out']
[6024, 'incorrect_active_warp', '10', 68136, 'fetch.warp_id_out']
[6564, 'incorrect_active_threads', '00000008', 71490, 'fetch.current_mask_out']
[6565, 'incorrect_active_threads', '00000008', 71490, 'fetch.current_mask_out']
[6566, 'incorrect_active_threads', '00000008', 71490, 'fetch.current_mask_out']
[6567, 'incorrect_active_threads', '00000004', 71490, 'fetch.current_mask_out']
[6568, 'incorrect_active_threads', '00000004', 71490, 'fetch.current_mask_out']
[6569, 'incorrect_active_threads', '00000004', 71490, 'fetch.current_mask_out']
[6570, 'incorrect_active_threads', '00000002', 71490, 'fetch.current_mask_out']
[6571, 'incorrect_active_threads', '00000002', 71490, 'fetch.current_mask_out']
[6572, 'incorrect_active_threads', '00000001', 71490, 'fetch.current_mask_out']
[6573, 'incorrect_active_threads', '00000001', 71490, 'fetch.current_mask_out']
[6574, 'incorrect_active_threads', '00000001', 71490, 'fetch.current_mask_out']
[6575, 'incorrect_active_threads', '00000080', 71490, 'fetch.current_mask_out']
[6576, 'incorrect_active_threads', '00000080', 71490, 'fetch.current_mask_out']
[6577, 'incorrect_active_threads', '00000080', 71490, 'fetch.current_mask_out']
[6578, 'incorrect_active_threads', '00000040', 71490, 'fetch.current_mask_out']
[6579, 'incorrect_active_threads', '00000040', 71490, 'fetch.current_mask_out']
[6580, 'incorrect_active_threads', '00000020', 71490, 'fetch.current_mask_out']
[6581, 'incorrect_active_threads', '00000020', 71490, 'fetch.current_mask_out']
[6582, 'incorrect_active_threads', '00000020', 71490, 'fetch.current_mask_out']
[6583, 'incorrect_active_threads', '00000010', 71490, 'fetch.current_mask_out']
[6584, 'incorrect_active_threads', '00000010', 71490, 'fetch.current_mask_out']
[6585, 'incorrect_active_threads', '00000010', 71490, 'fetch.current_mask_out']
[6586, 'incorrect_active_threads', '00000800', 71490, 'fetch.current_mask_out']
[6587, 'incorrect_active_threads', '00000800', 71490, 'fetch.current_mask_out']
[6588, 'incorrect_active_threads', '00000800', 71490, 'fetch.current_mask_out']
[6589, 'incorrect_active_threads', '00000400', 71490, 'fetch.current_mask_out']
[6590, 'incorrect_active_threads', '00000400', 71490, 'fetch.current_mask_out']
[6591, 'incorrect_active_threads', '00000400', 71490, 'fetch.current_mask_out']
[6592, 'incorrect_active_threads', '00000200', 71490, 'fetch.current_mask_out']
[6593, 'incorrect_active_threads', '00000200', 71490, 'fetch.current_mask_out']
[6594, 'incorrect_active_threads', '00000200', 71490, 'fetch.current_mask_out']
[6595, 'incorrect_active_threads', '00000100', 71490, 'fetch.current_mask_out']
[6596, 'incorrect_active_threads', '00000100', 71490, 'fetch.current_mask_out']
[6597, 'incorrect_active_threads', '00008000', 71490, 'fetch.current_mask_out']
[6598, 'incorrect_active_threads', '00008000', 71490, 'fetch.current_mask_out']
[6599, 'incorrect_active_threads', '00004000', 71490, 'fetch.current_mask_out']
[6600, 'incorrect_active_threads', '00004000', 71490, 'fetch.current_mask_out']
[6601, 'incorrect_active_threads', '00004000', 71490, 'fetch.current_mask_out']
[6602, 'incorrect_active_threads', '00002000', 71490, 'fetch.current_mask_out']
[6603, 'incorrect_active_threads', '00002000', 71490, 'fetch.current_mask_out']
[6604, 'incorrect_active_threads', '00002000', 71490, 'fetch.current_mask_out']
[6605, 'incorrect_active_threads', '00001000', 71490, 'fetch.current_mask_out']
[6606, 'incorrect_active_threads', '00001000', 71490, 'fetch.current_mask_out']
[6607, 'incorrect_active_threads', '00001000', 71490, 'fetch.current_mask_out']
[6608, 'incorrect_active_threads', '00080000', 71490, 'fetch.current_mask_out']
[6609, 'incorrect_active_threads', '00080000', 71490, 'fetch.current_mask_out']
[6610, 'incorrect_active_threads', '00040000', 71490, 'fetch.current_mask_out']
[6611, 'incorrect_active_threads', '00040000', 71490, 'fetch.current_mask_out']
[6612, 'incorrect_active_threads', '00040000', 71490, 'fetch.current_mask_out']
[6613, 'incorrect_active_threads', '00020000', 71490, 'fetch.current_mask_out']
[6614, 'incorrect_active_threads', '00020000', 71490, 'fetch.current_mask_out']
[6615, 'incorrect_active_threads', '00020000', 71490, 'fetch.current_mask_out']
[6616, 'incorrect_active_threads', '00010000', 71490, 'fetch.current_mask_out']
[6617, 'incorrect_active_threads', '00010000', 71490, 'fetch.current_mask_out']
[6618, 'incorrect_active_threads', '00800000', 71490, 'fetch.current_mask_out']
[6619, 'incorrect_active_threads', '00800000', 71490, 'fetch.current_mask_out']
[6620, 'incorrect_active_threads', '00800000', 71490, 'fetch.current_mask_out']
[6621, 'incorrect_active_threads', '00400000', 71490, 'fetch.current_mask_out']
[6622, 'incorrect_active_threads', '00400000', 71490, 'fetch.current_mask_out']
[6623, 'incorrect_active_threads', '00200000', 71490, 'fetch.current_mask_out']
[6624, 'incorrect_active_threads', '00200000', 71490, 'fetch.current_mask_out']
[6625, 'incorrect_active_threads', '00200000', 71490, 'fetch.current_mask_out']
[6626, 'incorrect_active_threads', '00100000', 71490, 'fetch.current_mask_out']
[6627, 'incorrect_active_threads', '00100000', 71490, 'fetch.current_mask_out']
[6628, 'incorrect_active_threads', '00100000', 71490, 'fetch.current_mask_out']
[6629, 'incorrect_active_threads', '08000000', 71490, 'fetch.current_mask_out']
[6630, 'incorrect_active_threads', '08000000', 71490, 'fetch.current_mask_out']
[6631, 'incorrect_active_threads', '04000000', 71490, 'fetch.current_mask_out']
[6632, 'incorrect_active_threads', '04000000', 71490, 'fetch.current_mask_out']
[6633, 'incorrect_active_threads', '04000000', 71490, 'fetch.current_mask_out']
[6634, 'incorrect_active_threads', '02000000', 71490, 'fetch.current_mask_out']
[6635, 'incorrect_active_threads', '02000000', 71490, 'fetch.current_mask_out']
[6636, 'incorrect_active_threads', '02000000', 71490, 'fetch.current_mask_out']
[6637, 'incorrect_active_threads', '01000000', 71490, 'fetch.current_mask_out']
[6638, 'incorrect_active_threads', '01000000', 71490, 'fetch.current_mask_out']
[6639, 'incorrect_active_threads', '01000000', 71490, 'fetch.current_mask_out']
[6640, 'incorrect_active_threads', '80000000', 71490, 'fetch.current_mask_out']
[6641, 'incorrect_active_threads', '80000000', 71490, 'fetch.current_mask_out']
[6642, 'incorrect_active_threads', '80000000', 71490, 'fetch.current_mask_out']
[6643, 'incorrect_active_threads', '40000000', 71490, 'fetch.current_mask_out']
[6644, 'incorrect_active_threads', '40000000', 71490, 'fetch.current_mask_out']
[6645, 'incorrect_active_threads', '40000000', 71490, 'fetch.current_mask_out']
[6646, 'incorrect_active_threads', '20000000', 71490, 'fetch.current_mask_out']
[6647, 'incorrect_active_threads', '20000000', 71490, 'fetch.current_mask_out']
[6648, 'incorrect_active_threads', '20000000', 71490, 'fetch.current_mask_out']
[6649, 'incorrect_active_threads', '10000000', 71490, 'fetch.current_mask_out']
[6650, 'incorrect_active_threads', '10000000', 71490, 'fetch.current_mask_out']
[6651, 'incorrect_active_threads', '10000000', 71490, 'fetch.current_mask_out']
[6744, 'incorrect_active_CTA(block)', '1', 71490, 'fetch.cta_id_out']
[6745, 'incorrect_active_CTA(block)', '1', 71490, 'fetch.cta_id_out']
[6746, 'incorrect_active_CTA(block)', '2', 71490, 'fetch.cta_id_out']
[6747, 'incorrect_active_CTA(block)', '2', 71490, 'fetch.cta_id_out']
[6748, 'incorrect_active_CTA(block)', '4', 71490, 'fetch.cta_id_out']
[6749, 'incorrect_active_CTA(block)', '8', 71490, 'fetch.cta_id_out']
[6750, 'incorrect_active_CTA(block)', '8', 71490, 'fetch.cta_id_out']
[6751, 'incorrect_active_line', '1', 71490, 'fetch.warp_lane_id_out']
[6752, 'incorrect_active_line', '1', 71490, 'fetch.warp_lane_id_out']
[6753, 'incorrect_active_line', '2', 71490, 'fetch.warp_lane_id_out']
[6754, 'incorrect_active_line', '2', 71490, 'fetch.warp_lane_id_out']
[6755, 'incorrect_active_threads', 'd088c1ce', 71490, 'fetch.current_mask_out']
[6755, 'incorrect_active_warp', '0a', 71490, 'fetch.warp_id_out']
[6756, 'incorrect_active_warp', '08', 71490, 'fetch.warp_id_out']
[6757, 'incorrect_active_warp', '08', 71490, 'fetch.warp_id_out']
[6758, 'incorrect_active_threads', '01360820', 71490, 'fetch.current_mask_out']
[6758, 'incorrect_active_warp', '05', 71490, 'fetch.warp_id_out']
[6759, 'incorrect_active_warp', '04', 71490, 'fetch.warp_id_out']
[6760, 'incorrect_active_warp', '04', 71490, 'fetch.warp_id_out']
[6761, 'incorrect_active_warp', '04', 71490, 'fetch.warp_id_out']
[6762, 'incorrect_active_warp', '02', 71490, 'fetch.warp_id_out']
[6763, 'incorrect_active_warp', '02', 71490, 'fetch.warp_id_out']
[6764, 'incorrect_active_warp', '02', 71490, 'fetch.warp_id_out']
[6765, 'incorrect_active_warp', '01', 71490, 'fetch.warp_id_out']
[6766, 'incorrect_active_warp', '01', 71490, 'fetch.warp_id_out']
[6767, 'incorrect_active_warp', '01', 71490, 'fetch.warp_id_out']
[6768, 'incorrect_active_warp', '10', 71490, 'fetch.warp_id_out']
